"","X","BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE","PRICE.SQUARE.FEET","BOROUGHNAME","location","ID","lon","lat"
"87","5748","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2","1681","7","NA","C7","311 EAST 109TH STREET"," ","10029","34","2","36","4440","19223","1910","2","C7","10850000","2016-12-16","564.428028923685","Manhattan","311 EAST 109TH STREET, Manhattan, 10029 - New York","165","-73.9401791","40.7924294"
"88","5751","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2","1682","51","NA","C7","2156 2ND AVENUE"," ","10029","12","1","13","2500","9825","1910","2","C7","5050000","2016-12-16","513.994910941476","Manhattan","2156 2ND AVENUE, Manhattan, 10029 - New York","166","-73.9402752","40.7935871"
"89","5756","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2","1687","11","NA","C1","319 EAST 115TH STREET"," ","10029","16","0","16","5046","11384","1910","2","C1","5525000","2016-12-16","485.330288123682","Manhattan","319 EAST 115TH STREET, Manhattan, 10029 - New York","167","-73.937108","40.796082"
"90","5759","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2B","1687","19","NA","C1","337 EAST 115 STREET"," ","10029","10","0","10","5046","13125","1900","2","C1","1030000","2016-10-14","78.4761904761905","Manhattan","337 EAST 115 STREET, Manhattan, 10029 - New York","168","-73.9365835","40.7955956"
"91","5762","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2B","1688","36","NA","C1","334 EAST 117 STREET"," ","10035","10","0","10","2523","8125","1910","2","C1","3300000","2016-09-08","406.153846153846","Manhattan","334 EAST 117 STREET, Manhattan, 10035 - New York","169","-73.9358713","40.7968612"
"92","5772","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2B","1708","10","NA","C4","417 EAST 114TH STREET"," ","10029","8","0","8","2523","6040","1910","2","C4","2250000","2016-12-16","372.516556291391","Manhattan","417 EAST 114TH STREET, Manhattan, 10029 - New York","172","-73.9353339","40.7944807"
"93","5773","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2B","1708","11","NA","C4","419 EAST 114TH STREET"," ","10029","10","0","10","2523","6040","1910","2","C4","2450000","2016-12-16","405.629139072848","Manhattan","419 EAST 114TH STREET, Manhattan, 10029 - New York","173","-73.9352601","40.7944419"
"94","5775","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2B","1708","13","NA","C4","423 EAST 114TH STREET"," ","10029","9","0","9","2523","6040","1900","2","C4","2225000","2016-12-16","368.377483443709","Manhattan","423 EAST 114TH STREET, Manhattan, 10029 - New York","175","-73.935089","40.794409"
"95","5776","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2","1709","7","NA","C1","415-421 EAST 115 STREET"," ","10029","30","0","30","7064","28236","1910","2","C1","3112400","2016-12-28","110.228077631393","Manhattan","415-421 EAST 115 STREET, Manhattan, 10029 - New York","176","-73.935042","40.795208"
"96","5784","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2B","1783","3","NA","C7","2171 3RD AVENUE"," ","10035","8","1","9","2500","10250","1900","2","C7","7850000","2016-12-16","765.853658536585","Manhattan","2171 3RD AVENUE, Manhattan, 10035 - New York","178","-73.938585","40.799343"
"97","5787","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2","1786","27","NA","C4","2371 2ND AVENUE"," ","10035","34","3","37","3750","15417","1900","2","C4","8550000","2016-12-16","554.582603619381","Manhattan","2371 2ND AVENUE, Manhattan, 10035 - New York","179","-73.9354422","40.8007486"
"98","5791","1","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS             ","2","1806","7","NA","C4","411 EAST 118TH STREET"," ","10035","41","0","41","5046","21192","1910","2","C4","9575000","2016-12-16","451.821442053605","Manhattan","411 EAST 118TH STREET, Manhattan, 10035 - New York","180","-73.933762","40.7970189"
"99","5801","1","HARLEM-EAST","08 RENTALS - ELEVATOR APARTMENTS           ","2","1644","59","NA","D3","136 EAST117TH STREET"," ","10035","72","0","72","13481","55725","1910","2","D3","25000000","2016-12-16","448.631673396142","Manhattan","136 EAST117TH STREET, Manhattan, 10035 - New York","182","-73.9415613","40.7992694"
"100","5802","1","HARLEM-EAST","08 RENTALS - ELEVATOR APARTMENTS           ","2","1660","31","NA","D3","238 EAST 111TH STREET"," ","10029","24","0","24","4037","16292","1905","2","D3","7200000","2016-12-16","441.934691873312","Manhattan","238 EAST 111TH STREET, Manhattan, 10029 - New York","183","-73.9407697","40.7940931"
"101","5918","1","HARLEM-EAST","14 RENTALS - 4-10 UNIT                     ","2A","1644","26","NA","S9","161 EAST 116 STREET"," ","10029","3","2","5","1892","3649","1910","2","S9","6726800","2016-12-28","1843.46396272951","Manhattan","161 EAST 116 STREET, Manhattan, 10029 - New York","184","-73.9408719","40.7986194"
"102","5920","1","HARLEM-EAST","14 RENTALS - 4-10 UNIT                     ","2B","1661","23","NA","S9","2165 2 AVENUE"," ","10029","6","2","8","1850","5144","1910","2","S9","2925000","2016-10-20","568.623639191291","Manhattan","2165 2 AVENUE, Manhattan, 10029 - New York","185","-73.9401695","40.7941334"
"103","5998","1","HARLEM-UPPER","01 ONE FAMILY DWELLINGS                    ","1","2067","40","NA","A9","850 ST NICHOLAS AVENUE"," ","10031","1","0","1","1340","4944","1899","1","A9","3395000","2016-11-09","686.690938511327","Manhattan","850 ST NICHOLAS AVENUE, Manhattan, 10031 - New York","188","-73.9418006","40.8290541"
"104","6007","1","HARLEM-UPPER","02 TWO FAMILY DWELLINGS                    ","1","2067","154","NA","B1","452 WEST 153 STREET"," ","10031","2","0","2","1582","2688","1899","1","B1","2600000","2016-09-30","967.261904761905","Manhattan","452 WEST 153 STREET, Manhattan, 10031 - New York","189","-73.943113","40.829683"
"105","6009","1","HARLEM-UPPER","02 TWO FAMILY DWELLINGS                    ","1","2084","9","NA","B3","547 WEST 152 STREET"," ","10031","2","0","2","1499","2340","1899","1","B3","1150000","2016-09-23","491.452991452991","Manhattan","547 WEST 152 STREET, Manhattan, 10031 - New York","190","-73.9464472","40.830522"
"106","6014","1","HARLEM-UPPER","03 THREE FAMILY DWELLINGS                  ","1","2061","34","NA","C0","733 ST. NICHOLAS AVENUE"," ","10031","3","0","3","1672","5272","1920","1","C0","2650000","2016-10-07","502.655538694992","Manhattan","733 ST. NICHOLAS AVENUE, Manhattan, 10031 - New York","191","-73.9442606","40.8252376"
"107","6018","1","HARLEM-UPPER","03 THREE FAMILY DWELLINGS                  ","1","2073","16","NA","C0","529 WEST 141 STREET"," ","10031","3","0","3","1599","4755","1910","1","C0","2075000","2016-11-30","436.382754994742","Manhattan","529 WEST 141 STREET, Manhattan, 10031 - New York","192","-73.9507834","40.8234764"
"108","6035","1","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS             ","2A","2063","41","NA","C3","414 WEST 149TH STREET"," ","10031","4","0","4","1898","4112","1899","2","C3","2100000","2016-09-22","510.700389105058","Manhattan","414 WEST 149TH STREET, Manhattan, 10031 - New York","195","-73.9439487","40.8268264"
"109","6037","1","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS             ","2A","2064","43","NA","C3","420 WEST 150 STREET"," ","10031","4","0","4","1352","2520","1926","2","C3","4063","2016-11-27","1.61230158730159","Manhattan","420 WEST 150 STREET, Manhattan, 10031 - New York","196","-73.943675","40.827488"
"110","6123","1","HARLEM-UPPER","22 STORE BUILDINGS                         ","4","2101","58","NA","K2","701 WEST 135 STREET"," ","10031","0","4","4","11873","19186","1926","4","K2","1090101","2016-10-05","56.8175231939956","Manhattan","701 WEST 135 STREET, Manhattan, 10031 - New York","197","-73.9578775","40.8216314"
"111","6131","1","HARLEM-UPPER","32 HOSPITAL AND HEALTH FACILITIES          ","4","2067","1","NA","I5","1861 AMSTERDAM AVENUE"," ","10031","0","1","1","6072","11500","1952","4","I5","8000000","2016-09-22","695.652173913043","Manhattan","1861 AMSTERDAM AVENUE, Manhattan, 10031 - New York","198","-73.9439189","40.829704"
"112","6134","1","HARLEM-WEST","02 TWO FAMILY DWELLINGS                    ","1","2071","52","NA","B9","52 HAMILTON PLACE"," ","10031","2","0","2","1088","3260","1899","1","B9","1512500","2016-12-21","463.957055214724","Manhattan","52 HAMILTON PLACE, Manhattan, 10031 - New York","200","-73.9516509","40.8224527"
"113","6138","1","HARLEM-WEST","07 RENTALS - WALKUP APARTMENTS             ","2","2071","21","NA","C1","515 WEST 139 STREET"," ","10031","21","0","21","4996","17540","1910","2","C1","6800000","2016-10-06","387.685290763968","Manhattan","515 WEST 139 STREET, Manhattan, 10031 - New York","203","-73.9512783","40.8220358"
"114","6181","1","INWOOD","07 RENTALS - WALKUP APARTMENTS             ","2","2220","11","NA","C1","109 SHERMAN AVENUE"," ","10034","25","0","25","8000","22805","1915","2","C1","63600000","2016-12-14","2788.86209164657","Manhattan","109 SHERMAN AVENUE, Manhattan, 10034 - New York","207","-73.9249562","40.8639749"
"115","6202","1","INWOOD","08 RENTALS - ELEVATOR APARTMENTS           ","2","2250","80","NA","D1","254 SEAMAN AVENUE"," ","10034","60","1","61","13625","54261","1925","2","D1","17700000","2016-10-20","326.20113893957","Manhattan","254 SEAMAN AVENUE, Manhattan, 10034 - New York","212","-73.9180209","40.8718816"
"116","6285","1","INWOOD","22 STORE BUILDINGS                         ","4","2215","68","NA","K1","164 WEST 225 STREET"," ","10463","0","2","2","7500","3200","1926","4","K1","1062000","2016-12-15","331.875","Manhattan","164 WEST 225 STREET, Manhattan, 10463 - New York","213","-73.9129497","40.8754804"
"117","6288","1","INWOOD","29 COMMERCIAL GARAGES                      ","4","2199","11","NA","G2","439 WEST 202 STREET"," ","10034","0","2","2","24875","7000","1973","4","G2","1827000","2016-11-07","261","Manhattan","439 WEST 202 STREET, Manhattan, 10034 - New York","214","-73.9202664","40.8612463"
"118","6291","1","JAVITS CENTER","07 RENTALS - WALKUP APARTMENTS             ","2","734","9","NA","C4","445 WEST 36TH   STREET"," ","10018","24","0","24","2468","8214","1900","2","C4","7950000","2016-10-28","967.859751643535","Manhattan","445 WEST 36TH   STREET, Manhattan, 10018 - New York","215","-73.997316","40.755755"
"119","6321","1","JAVITS CENTER","21 OFFICE BUILDINGS                        ","4","732","36","NA","O3","433-447 NINTH AVENUE"," ","10001","0","2","2","39779","350000","1962","4","O3","330000000","2016-12-06","942.857142857143","Manhattan","433-447 NINTH AVENUE, Manhattan, 10001 - New York","217","-73.996512","40.753945"
"120","6323","1","JAVITS CENTER","26 OTHER HOTELS                            ","4","733","60","NA","H3","442 WEST 36TH   STREET"," ","10018","0","1","1","2469","20344","1999","4","H3","18500000","2016-10-28","909.359024773889","Manhattan","442 WEST 36TH   STREET, Manhattan, 10018 - New York","219","-73.99721","40.7554521"
"121","6331","1","KIPS BAY","02 TWO FAMILY DWELLINGS                    ","1","924","11","NA","B9","313 EAST 18TH   STREET"," ","10003","2","0","2","1840","2880","1910","1","B9","4600000","2016-09-02","1597.22222222222","Manhattan","313 EAST 18TH   STREET, Manhattan, 10003 - New York","220","-73.9822868","40.7346877"
"122","6685","1","KIPS BAY","26 OTHER HOTELS                            ","4","929","38","NA","H8","340 EAST 24TH   STREET"," ","10010","0","254","254","18344","113056","2015","4","H8","174000000","2016-11-03","1539.06028870648","Manhattan","340 EAST 24TH   STREET, Manhattan, 10010 - New York","223","-73.9794876","40.7380367"
"123","6739","1","LITTLE ITALY","23 LOFT BUILDINGS                          ","4","479","40","NA","L8","174 MOTT STREET"," ","10013","0","8","8","5677","32214","1920","4","L8","11000000","2016-12-15","341.466443161358","Manhattan","174 MOTT STREET, Manhattan, 10013 - New York","225","-73.9957916","40.720267"
"124","6751","1","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS             ","2","350","1","NA","C1","166 SUFFOLK STREET"," ","10002","19","0","19","1650","7425","1910","2","C1","7550000","2016-12-20","1016.83501683502","Manhattan","166 SUFFOLK STREET, Manhattan, 10002 - New York","226","-73.9849407","40.720715"
"125","6996","1","LOWER EAST SIDE","14 RENTALS - 4-10 UNIT                     ","2A","353","22","NA","S4","125 RIVINGTON STREET"," ","10002","4","1","5","2533","11141","1920","2","S4","9800000","2016-09-01","879.633785118033","Manhattan","125 RIVINGTON STREET, Manhattan, 10002 - New York","228","-73.9872101","40.71959"
"126","7012","1","LOWER EAST SIDE","22 STORE BUILDINGS                         ","4","409","41","NA","K1","92 LUDLOW STREET"," ","10002","0","1","1","3372","5930","1920","4","K1","9000000","2016-11-30","1517.7065767285","Manhattan","92 LUDLOW STREET, Manhattan, 10002 - New York","229","-73.9889794","40.7184061"
"127","7029","1","LOWER EAST SIDE","37 RELIGIOUS FACILITIES                    ","4","308","23","NA","M9","49 ORCHARD STREET"," ","10002","0","2","2","2222","12438","1900","4","M9","11350000","2016-12-08","912.52612960283","Manhattan","49 ORCHARD STREET, Manhattan, 10002 - New York","233","-73.991324","40.716502"
"128","7058","1","MANHATTAN VALLEY","07 RENTALS - WALKUP APARTMENTS             ","2","1845","58","NA","C1","354 CATHEDRAL PARKWAY"," ","10025","30","0","30","5229","20412","1925","2","C1","17000000","2016-10-07","832.843425436018","Manhattan","354 CATHEDRAL PARKWAY, Manhattan, 10025 - New York","234","-73.9605464","40.8013482"
"129","7446","1","MIDTOWN CBD","21 OFFICE BUILDINGS                        ","4","1275","59","NA","O4","292 MADISON AVENUE"," ","10017","0","26","26","9250","170230","1923","4","O4","90000000","2016-10-07","528.696469482465","Manhattan","292 MADISON AVENUE, Manhattan, 10017 - New York","235","-73.9801532","40.7520516"
"130","7454","1","MIDTOWN CBD","21 OFFICE BUILDINGS                        ","4","1312","24","NA","O6","145 EAST 57TH   STREET"," ","10022","0","12","12","5020","58458","1926","4","O6","62750000","2016-10-06","1073.42023332991","Manhattan","145 EAST 57TH   STREET, Manhattan, 10022 - New York","237","-73.9684824","40.7609644"
"131","7480","1","MIDTOWN EAST","01 ONE FAMILY DWELLINGS                    ","1","1326","18","NA","A4","243 EAST 52ND   STREET"," ","10022","1","0","1","1506","3240","1899","1","A4","5200000","2016-12-09","1604.93827160494","Manhattan","243 EAST 52ND   STREET, Manhattan, 10022 - New York","238","-73.9683598","40.7564619"
"132","7489","1","MIDTOWN EAST","03 THREE FAMILY DWELLINGS                  ","1","1370","105","NA","C0","409 EAST 58TH   STREET"," ","10022","3","0","3","1674","3200","1899","1","C0","4500000","2016-12-15","1406.25","Manhattan","409 EAST 58TH   STREET, Manhattan, 10022 - New York","240","-73.9617958","40.7589142"
"133","7495","1","MIDTOWN EAST","07 RENTALS - WALKUP APARTMENTS             ","2B","1343","134","NA","C5","344 EAST 51ST   STREET"," ","10022","9","0","9","2008","5812","1920","2","C5","7100000","2016-09-21","1221.61046111493","Manhattan","344 EAST 51ST   STREET, Manhattan, 10022 - New York","242","-73.96647","40.754829"
"134","7496","1","MIDTOWN EAST","07 RENTALS - WALKUP APARTMENTS             ","2A","1344","47","NA","C3","308 EAST 52ND STREET"," ","10022","4","0","4","1907","3952","1950","2","C3","4625000","2016-11-01","1170.29352226721","Manhattan","308 EAST 52ND STREET, Manhattan, 10022 - New York","243","-73.9669584","40.7558733"
"135","8658","1","MIDTOWN EAST","14 RENTALS - 4-10 UNIT                     ","2A","1325","28","NA","S3","973 2 AVENUE"," ","10022","3","1","4","1400","4640","1901","2","S3","5500000","2016-12-23","1185.34482758621","Manhattan","973 2 AVENUE, Manhattan, 10022 - New York","244","-73.9681117","40.7559618"
"136","8704","1","MIDTOWN EAST","22 STORE BUILDINGS                         ","4","1324","21","NA","K9","249 EAST 50TH STREET"," ","10022","0","1","1","5524","3802","1910","4","K9","1500000","2016-12-22","394.529195160442","Manhattan","249 EAST 50TH STREET, Manhattan, 10022 - New York","246","-73.9690495","40.7551092"
"137","9612","1","MIDTOWN WEST","22 STORE BUILDINGS                         ","4","1001","11","NA","K9","151 WEST 48TH   STREET"," ","10036","0","1","1","1903","10167","1920","4","K9","13010500","2016-09-01","1279.67935477525","Manhattan","151 WEST 48TH   STREET, Manhattan, 10036 - New York","248","-73.983104","40.759639"
"138","9617","1","MIDTOWN WEST","26 OTHER HOTELS                            ","4","1009","37","NA","H3","102 WEST 57TH STREET"," ","10019","0","2","2","7532","112850","2007","4","H3","100","2016-10-26","0.000886132033673017","Manhattan","102 WEST 57TH STREET, Manhattan, 10019 - New York","249","-73.9778917","40.7643891"
"139","9619","1","MIDTOWN WEST","26 OTHER HOTELS                            ","4","1009","37","NA","H3","102 WEST 57TH STREET"," ","10019","0","2","2","7532","112850","2007","4","H3","33900","2016-09-22","0.300398759415153","Manhattan","102 WEST 57TH STREET, Manhattan, 10019 - New York","251","-73.9778917","40.7643891"
"140","9620","1","MIDTOWN WEST","26 OTHER HOTELS                            ","4","1009","37","NA","H3","102 WEST 57TH STREET"," ","10019","0","2","2","7532","112850","2007","4","H3","33900","2016-09-22","0.300398759415153","Manhattan","102 WEST 57TH STREET, Manhattan, 10019 - New York","252","-73.9778917","40.7643891"
